Question_id,Question,Student Answer,Correct Answer,output_label,feedback
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
c. Without the timer interrupt, the OS has no opportunities to schedule READY processes and share the CPU for multitasking.","
True. Without timer interrupt OS cannot schedule READY processes.","False, OS can use system calls as an event to switch between processes. It won't provide fair execution but still the OS can schedule different processes.",0,"Consider that a system call can also be an event that triggers process switching, allowing the OS to schedule different processes even without a timer interrupt."
286139.0,Full form of ELISA is ____________________.,ENZYME LINKED IMMUNOSORBENT ASSAY,Enzyme linked immunosorbent assay,2,  Well done! Your answer is correct and demonstrates a thorough understanding of the topic. You have correctly identified the full form of ELISA as Enzyme Linked Immunosorbent Assay. Keep up the good work!   
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
a. The pipe system call creates two file descriptors fd[0] and fd[1]. Writes using fd[0] can be read using fd[0] or vice-versa (read on fd[1] and write on fd[0]).","
No, we can read using fd[0] and write using fd[1] but we can't do the reverse.
","False, write can only be done on fd[1] and read can only be done from fd[0].",2,"Well done! You correctly identified that in a pipe system, writing can only be done on fd[1] and reading can only be done from fd[0]."
42540.0,"c. Assume the OS is using a lazy allocation policy for memory allocation to processes. On a page fault due to an unmapped physical page(and a valid virtual address), the OS handles the page fault (via allocation and updates to the virtual to physical address mappings in the page table) and then executes the next instruction (the one after the faulting instruction)."," True
By assuming that OS is using a lazy allocation policy for memory allocation to process. On page fault due to unmapped physical page, the OS handles the page fault and then executes the next instruction. using virtual to physical OS get the address of page having fault and then handle that a fault.","FALSE
Fixing the mapping is only part of operations, the OSes page fault handler creates the
mappings and returns from the handler and re-executes the faulting instruction. On a page
fault the PC is not incremented.",0,"Your assumption that the OS directly executes the next instruction after handling the page fault is incorrect. Typically, the OS returns from the page fault handler and re-executes the faulting instruction, rather than moving on to the next one."
42544.0,"a. List and explain two privileged actions that an user process may attempt to perform and which
are prevented by the OS via the limited-directed execution setup.
Note that the user process has to know specifically how to make such an attempt.
(e.g., the user process does not know that a PCB exists and hence may not know how to
update its contents)."," 16 update :- when user directly attempt to write/read into files it gets stopped by os as its a privileged action. It can do this as it knows all details of files.
Using virtual address that has not been allocated: A user can try to access address that has not been allocated to the process yet. i.e it could be asking for A[10] when int A[0] was definition. This generates a page-fault and as accessing","- Write to CR3 register to modify page directory pointer
- Write to the EFLAGS registers to modify execution status (zero bit, interrupt enable/disable)
- Write to the IDTR register to change location of IDT
- Access to VA that lies in the kernel virtual address range",1,"- The student answer is partially correct as it addresses one privileged action, which is writing to CR3 to modify the page directory pointer.
- However, the explanation provided for this action is limited and does not delve into the broader concept of limited-directed execution.
- Additionally, the student answer provides another explanation that is not entirely relevant to the question and does not mention the role of the OS in preventing such actions.
- It would be beneficial for the student to understand the fundamental principle of limited-directed execution and how the OS employs it to control user processes."
275837.0,Write any two limitations of AJM.      ,High cost and harmful to humans,"Low Material removal rate (MRR) , Limited nozzle life, High cost",1,"  The response correctly identifies ""High cost"" as a limitation of AJM. However, ""harmful to humans"" is not a limitation of AJM; rather, it is a potential hazard associated with its use. For a more accurate answer, other limitations like low material removal rate or limited nozzle life should be mentioned.   "
76519.0,What are the types of hydropower plants based on hydraulic characteristics?,"1 run or river plant 
2 storage plant 
3 pumped storage plant 
4 cascade plant 
","Run-of-river river plant
Storage plant
Cascade plant
Pumped storage plant",1,"  Although the list is provided in the right order, the answer lacks detail and is not explained well. Make sure to provide a brief explanation for each of the listed types to improve your response.   "
148021.0,Define Priority Inversion in single line.,"Priority inversion is a problem when a higher priority process enters the system and in order to execute this process, some resources held by the lower priority process is required to ","a higher priority process not getting CPU due to a lower priority process, because the lower priority process holds a resource ",1,"  While your answer correctly mentions the idea of resource holding by a lower priority process, it would be more accurate to state that Priority Inversion occurs when a higher priority process is delayed due to a lower priority process executing.   "
219127.0,Two      advantages of separating declaration from definition are: .....,"1. 
2. Dynamic Binding (Runtime polymorphism) can be enabled","The code will be more clear and easier for the reader to understand. Allows easy changing, debugging, and overriding of the functions. Enhances modularity of the code. This also separates the abstraction from the implementation.",0," 
The answer you provided is not entirely accurate. The advantages you listed are not specific to separating declaration from definition and do not fully align with the concept. Try to revisit the concept and provide advantages that are directly related to the separation of declaration and definition.
  "
42540.0,"c. Assume the OS is using a lazy allocation policy for memory allocation to processes. On a page fault due to an unmapped physical page(and a valid virtual address), the OS handles the page fault (via allocation and updates to the virtual to physical address mappings in the page table) and then executes the next instruction (the one after the faulting instruction).","False, It executes the same instruction again after handling page fault, because accessing this page was previously failed.","FALSE
Fixing the mapping is only part of operations, the OSes page fault handler creates the
mappings and returns from the handler and re-executes the faulting instruction. On a page
fault the PC is not incremented.",2,Well done! Your reasoning aligns with the reference answer. You correctly identified that the OS re-executes the faulting instruction after handling the page fault.
219127.0,Two      advantages of separating declaration from definition are: .....,"1. It makes the class definition compact and easy to understand, which improves readability of the code and helps us better understand all the functions that a class provides easily, making it de-cluttered.

2. One can easily modify/add to the class definition when defined outside the class without having to modify the class contents, thus making it more accessible.","The code will be more clear and easier for the reader to understand. Allows easy changing, debugging, and overriding of the functions. Enhances modularity of the code. This also separates the abstraction from the implementation.",2,Your answer captures the essence of separating declaration from definition. It highlights the clarity and readability it brings to code and emphasizes the ease of making changes without affecting the class's contents. Keep up this focus on code organization and accessibility!
38601.0,DCF based valuation is highly sensitive to ___________ and _____________,Perpetuity Growth rate and WACC,perpetual growth rate and WACC (discount rate),2,  Excellent! You have accurately identified the two key factors that significantly influence DCF-based valuation: the perpetuity growth rate and the WACC.   
42544.0,"a. List and explain two privileged actions that an user process may attempt to perform and which
are prevented by the OS via the limited-directed execution setup.
Note that the user process has to know specifically how to make such an attempt.
(e.g., the user process does not know that a PCB exists and hence may not know how to
update its contents)."," 1. User process can try to access some address outside of it's allocation. OS will stop it by p, seg fault, signal.
2. User process can may try to read some file system which don't have permission to user, OS will stop b, the process to prevent that file. OS can stop that process.","- Write to CR3 register to modify page directory pointer
- Write to the EFLAGS registers to modify execution status (zero bit, interrupt enable/disable)
- Write to the IDTR register to change location of IDT
- Access to VA that lies in the kernel virtual address range",1,"The two responses are not directly related to the question. The question asks for privileged actions that the OS prevents, while the answer talks about general actions that the OS can stop. Also, the answer lacks details and is not specific to the concept of limited-directed execution setup."
324828.0,What is the advantage of a nonlinear discriminant function classifier over a linear one?,Advantage of non liear discriminant function are in case when our dataset is not linearly separable which can be the case pretty often. Hence using non-linear discriminant can help us separate the data easily.,If the feature vector of the data points in the feature space are not linearly separable then the linear classifier wont be able to classify over such a datset. On the other hand non linear classifier are better suited at handling such cases as they are able to create more complex decision boundaries.,2,"Excellent! You have a clear understanding of the advantage of non-linear discriminant function classifiers over linear ones, particularly when dealing with linearly inseparable datasets."
76519.0,What are the types of hydropower plants based on hydraulic characteristics?,"run of the river plant, storage plant, cascade plant, pumped storage plant","Run-of-river river plant
Storage plant
Cascade plant
Pumped storage plant",2,Excellent! You have effectively listed the types of hydropower plants based on hydraulic characteristics. Keep up the good work!
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
a. The pipe system call creates two file descriptors fd[0] and fd[1]. Writes using fd[1] can be read using fd[0] but not vice-versa.","
TRUE: By the semantics of `pipe` fn call which provides fd[0] as a `read` file & fd[1] os `write` file of created pipe.","True, pipe system call only allows for one directional read. Read can only be done from fd[0] and write can only be done at fd[1].",2,Your understanding of the `pipe` system call and its file descriptors is commendable. You have correctly stated that fd[0] is used for reading and fd[1] is used for writing.
219127.0,Two      advantages of separating declaration from definition are: .....,"1.All member variables and functions of class can be viewed together which makes a more neat looking and easy to understand class definition.
2.Debugging member functions becomes easier with definitions written separately.
3.Any missing member function can be easily identified and added with ease.","The code will be more clear and easier for the reader to understand. Allows easy changing, debugging, and overriding of the functions. Enhances modularity of the code. This also separates the abstraction from the implementation.",2,Well done! You have correctly identified advantages of separating declaration from definition. Your answer is concise and covers the important points. Keep up the good work!
240235.0,What is the principal mechanism of particulate removal in the slow sand filter?,Slow sand filter uses the principle of microbial metabolism to filter,bio-filtration ie allowing the microorganisms to form and a thin layer on the sand-water interface (schmutzdecke) called hypogeal layer  and allowing it to remove viruses and bacteria is the main mechanism of particulate removal in slow sand filter,1," 
The student's answer acknowledges the biological aspect of particulate removal but microbial metabolism is not the sole mechanism. Elaborate and include the role of the schmutzdecke in the process.   "
324712.0,Differentiate between intermittent and ephemeral streams.,Intermittent streams are intermittent which keeps water during the wet portion of year. Ephemeral stream are those streams formed immediately or during rainfall / precipitation.,"Intermittent stream is a stream that has flowing water during certain times of the year, when ground water provides water for streamflow. During dry periods, these streams may not have flowing water. Run off from precipitation is supplemental source of water for stream flow. An Ephemeral stream has flowing water only during and for short duraton after precipitation events in a typical year. These are also referred as Streambed that are located above the water table year round and steams where ground water is not a source of water for the stream.",2,"Excellent! You've effectively differentiated between intermittent and ephemeral streams. Your answer captures the key distinction between the two: intermittent streams have flowing water during certain times of the year, while ephemeral streams only have flowing water during and shortly after precipitation events."
324832.0,What are the issues that arise when number of hidden layers is very large?,"When no. of hidden layers is very large, then the network will capture the small unnecessary details of the training data which lead to poor performance on test data. Here, the model fails to generalise the property of classes. In other words, overfitting takes place.","when the number of hidden layer is very large then the model Contains the high varience problem and it contains overfitting problem due to which it is not able to generalise new unseen data and for training data, the error is less but for testing data, error is high. Back propagation becomes slow",2,"  Well done! You've correctly identified overfitting as the issue that arises when the number of hidden layers is very large. Remember, overfitting occurs when a model learns the specific details of the training data too well, making it less effective in generalizing to new, unseen data.   "
260793.0,Which statistical parameter influences the PMP estimation at large ------,standard deviation of rainfall,Maximum average annual precipitation and standard deviation of it,1,"The answer is partially correct. Standard deviation of rainfall is one of the parameters influencing the estimation of the maximum annual precipitation, but it is not the only parameter. The maximum average annual precipitation also influences the estimation."
219127.0,Two      advantages of separating declaration from definition are: .....,"1.code looks neat
2.used in declaring abstract functions","The code will be more clear and easier for the reader to understand. Allows easy changing, debugging, and overriding of the functions. Enhances modularity of the code. This also separates the abstraction from the implementation.",2,Well done! Your answer captures the essence of the advantages of separating declaration from definition. Keep exploring other aspects of this concept to further enhance your understanding.
219127.0,Two      advantages of separating declaration from definition are: .....,"1) we can use one member function in another member function of the same class as we wish.(irrespective of the order in which they were declared or defined).
Ex: 
class a{
    ........
    public:
    int m1();
    int m2();
}
int m1(){
    //code
    m2();
    //code
}  
int m2(){
     //code
     m1();
     //code
} 
2) It's easy to analyse and code the abstraction when we just declare them inside the class(and define on). Because we can keep track of the member functions we are including in the class easily, and hence the activity kf the abstraction. (provided the names of functions are good enough to understand their activity).

","The code will be more clear and easier for the reader to understand. Allows easy changing, debugging, and overriding of the functions. Enhances modularity of the code. This also separates the abstraction from the implementation.",1,"Your answer covers some advantages of separating declaration from definition in C++, which is good. However, your answer does not address the modularity and debugging aspects of this practice. Try to include these points in your response for a more comprehensive explanation."
133827.0,"For cooling, the samples from oven or furnace are moved to desiccator primarily to                                                       ",bring them back to the room temperature without addition of moisture,bring down the temperature without any type of condensation process or moisture addition from surrounding,2,"Well done! You precisely captured the primary purpose of moving samples from an oven or furnace to a desiccator, which is to decrease their temperature without introducing condensation or moisture from the surroundings."
344838.0,What is conveyed by the very low eigenvalues with principal component transform applied to high dimensional data?,low eigen valeus indicate flat regions,A very low eigen value refers to axes (eigenvectors) along which the data has very low variance and are highly corelated with some other vector. These axes are not useful and can be discard during dimensionality reduction.,0,"  The answer describes a feature of low data density regions, but not the core concept of eigenvalues with principal component analysis. Try to understand the concept of variance and correlation as it applies to dimensionality reduction.   "
286139.0,Full form of ELISA is ____________________.,Enzyme Linked Immunosorbant Assay,Enzyme linked immunosorbent assay,2,  Well done! You have accurately provided the full form of ELISA. Keep up the good work.   
301392.0,To segment the green leaves and stem [4 marks]:,A narrow range around 120 degrees for H,"Hue should be centered around 120 degrees for green color. Intensity should be ranged around 0.5. Saturation range should also be around 0.5 as some blackish portion is seen in the stem. In this case, The saturation is low .",1,"Consider the intensity and saturation components as well. The stem is slightly dark, and some parts have low saturation. Use a range of values for these components to accurately segment the leaves and stem."
344838.0,What is conveyed by the very low eigenvalues with principal component transform applied to high dimensional data?,low eigen values signifies low variance of the eigen vectors corresponding to those eigen values. Those components can be removed for dimensionality reduction.,A very low eigen value refers to axes (eigenvectors) along which the data has very low variance and are highly corelated with some other vector. These axes are not useful and can be discard during dimensionality reduction.,2,"  Your understanding is correct. Low eigenvalues signify low variance along the corresponding eigenvectors, indicating less information. Discarding these components can help reduce dimensionality while retaining important features.   "
42544.0,"a. List and explain two privileged actions that an user process may attempt to perform and which
are prevented by the OS via the limited-directed execution setup.
Note that the user process has to know specifically how to make such an attempt.
(e.g., the user process does not know that a PCB exists and hence may not know how to
update its contents)."," 1. The user process might be trying to disable maliciously issue multiple read/writes to disk in order to keep the CPU busy and hoard execution power however LDE allows us to switch context while I/O is being done and hence renders this attempt useless.
2. Also the user-space process may try to go into sleep for a long time rendering CPU useless but timer-interrupt due to LDE would preempt this process and switch to another process while this one sleeps.","- Write to CR3 register to modify page directory pointer
- Write to the EFLAGS registers to modify execution status (zero bit, interrupt enable/disable)
- Write to the IDTR register to change location of IDT
- Access to VA that lies in the kernel virtual address range",0,"Your answer misunderstood the concept of limited-directed execution (LDE). LDE restricts the user process's ability to execute certain privileged instructions, not I/O or sleep operations. To answer this question correctly, you should focus on privileged instructions like modifying page directory pointer or execution status."
226518.0,Describe the purpose of state DecideAction in adacrus node (max 2-3 lines).,it decides what action to perform. eg. rotate right OR go straight OR rotate 180 degrees etc. then corresponding state for action is chosen.,DecideAction node was used to decide which direction the bot should turn next like left/ right or take a U-turn depending on the state of the robot.,2,Well done! Your explanation of the purpose of the DecideAction state captures the core functionality accurately. Keep up the learning momentum!
324707.0,What is the difference between basin order and channel order?,Basin order is classification of basins as per the drainage from streams like 1st order basin contains all drainage area of 1st order system whereas channel order is the number of channels of a given order in a drainage basin is a function of the nature of surface of the drainage basin.,"Basin order is highest order of any stream in that basin whereas Channel order is order of stream
which denotes that what order of streams has joined the channel.",1,  The response does identify general differences between basin order and channel order but it needs to be more specific and provide details about the ranking system used for both orders.   
324832.0,What are the issues that arise when number of hidden layers is very large?,"when hidden layers is very large, the normal network has lots of parameters and hence lot of complexity If this is unnecessary then the network quickly overfits and generalizes poorly. Parameters are large , training is slower as they have to be updated.","when the number of hidden layer is very large then the model Contains the high varience problem and it contains overfitting problem due to which it is not able to generalise new unseen data and for training data, the error is less but for testing data, error is high. Back propagation becomes slow",2,"Your understanding of the issues with large hidden layers is accurate. You correctly identified overfitting and generalization problems, highlighting the network's inability to learn patterns effectively. You also mentioned the increased complexity due to numerous parameters, leading to slower training. Keep up the good work!"
42544.0,"a. List and explain two privileged actions that an user process may attempt to perform and which
are prevented by the OS via the limited-directed execution setup.
Note that the user process has to know specifically how to make such an attempt.
(e.g., the user process does not know that a PCB exists and hence may not know how to
update its contents)."," 1. Suppose a user process attempts to access a location which is beyond the allocated address space. For eg., if a part of the code wants to store some data at a location
2. If the user process tries a system call which is not present on the IDT, the OS immediately preempts it.","- Write to CR3 register to modify page directory pointer
- Write to the EFLAGS registers to modify execution status (zero bit, interrupt enable/disable)
- Write to the IDTR register to change location of IDT
- Access to VA that lies in the kernel virtual address range",1,"Your answer is partially correct. You have correctly identified one of the privileged actions that a user process may attempt to perform - accessing a location beyond the allocated address space. However, your second example is incorrect. The OS does not preempt a user process if it tries a system call that is not present on the IDT. Instead, it returns an error code indicating that the system call is not supported."
248107.0,What is the role of an equalization tank in waste water treatment?,"Balance water flow , discharge slug ","The equalization tanks are provided to-
1. To balance fluctuating flows or concentrations.
2. To assist self-neutralization.
3. To even out the effect of a periodic slug discharge from a batch process.",1,"   The answer is partially correct. An equalization tank is designed to manage variations in flow rate and concentration of wastewater. Its functions include balancing fluctuations, aiding self-neutralization, and managing periodic slug discharges from batch processes. Balancing water flow and discharging slug is part of the process, but not the only functions of the equalization tank.   "
262097.0,Write any advantage of using TiC/TiN as a tool coating material.,"increases hardness, decreases wear, increases tool life","excellent wear resistance
thermal stability
low coefficient of friction
improves thermal transfer
increases tool life.",2,"  Your answer is correct. You have identified key advantages of TiC/TiN coating, which include increased hardness, reduced wear, and extended tool life. These properties contribute to improved performance and productivity in cutting tools. Well done!   "
346463.0,Write down the difference between seasonality and long-term oscillations in a hydrlogic time series data.,"Seasonality is regular oscillations due to ration of earth, Seasonality is constant for time length for dry and wet seasons. Long term oscillation are found around the trend line and oscillations are min and max at constant amplitude.","Seasonality oscillation, Due to rotation of earth, around the sun, monthly and seasonal hydrologic events exhibit regular oscillating varations. Oscillations are found around the trend line some oscillations occur over very large period of time, known as long term oscillations. They are well distributed about their mean value.",1,"While your answer correctly mentions seasonality as regular oscillations due to Earth's rotation, it could be improved by elaborating on the contrast with long-term oscillations. Additionally, the description of long-term oscillations should include the aspect of their occurrence over long periods of time and their distribution around a mean value."
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Assuming an user process knows the PID of another task from a pool of several READY processes, it does not have the capability to initiate a context switch and schedule the target process next on the CPU.",True.,"True, the user process has no control over which process will be scheduled next by the scheduler",0,incorrect because no justification is provided
42546.0,"c. When the fork() system call is made the child process is (almost) identical to the parent
process. In the parent process, the return path from kernel mode to user mode happens via
the trap/interrupt handler (system call is a trap/interrupt).
Explain the return path from the kernel mode to the user mode for the child process.
Specifically, there was no trap in the child process, so how does the child process return from
a trap?",The context is switched to the parent; the point then calls wait(); and is given back to the child.,"- When a child process is created and is ready to execute, it is in the kernel mode.
Child process needs context to execute in the kernel mode.
- The context for execution of the child is setup to start execution at the start of a function
(e.g., forkret) and the kernel stack of the child process is setup such that the return address is
set as the return of the trap handler (e.g., trapret)
- As a result, when a child process in the kernel is scheduled, it starts executing in a function
and returns from it to the return address (the trap handler return address).
- This emulates a call to the trap handler and a return from the handler and then proceeds with
the rest of the kernel stack unrolling to return to user space.",0,"The child process inherits the context of the parent process upon creation. It doesn't involve switching context to the parent process or calling wait(). The child process starts executing in kernel mode and uses a specific function (e.g., forkret) to return to user mode."
76519.0,What are the types of hydropower plants based on hydraulic characteristics?,"Run off River power plant
Storage Plant
Cascade Plant
Pumped Storage Plant","Run-of-river river plant
Storage plant
Cascade plant
Pumped storage plant",2,"Your answer displays a clear understanding of the various types of hydropower plants based on their hydraulic characteristics. You have correctly identified run-of-river, storage, cascade, and pumped storage plants. Keep up the good work!"
301392.0,To segment the green leaves and stem [4 marks]:,narrow range of H around 120 degrees for green colour and a broad range of I around 0.3 to remove the whites in the background but keep the dark low intensity colours of the stem,"Hue should be centered around 120 degrees for green color. Intensity should be ranged around 0.5. Saturation range should also be around 0.5 as some blackish portion is seen in the stem. In this case, The saturation is low .",1,"  Your answer captures the need for a narrow range of hue around 120 degrees for green and a broad range of intensity around 0.3. However, the reference answer suggests a saturation range around 0.5, which you have not considered.   "
260782.0,What do you mean by empirical equations?,Equations whose basis is,equations derived from experiments/observed data. they don't have a mathematical proof behind them,0,Your response lacks the essential details that define empirical equations. Empirical equations are derived from experiments or observed data and do not have a mathematical proof behind them. You may want to consider revising your answer to include these key points.
44893.0,"Three key principles of ISO series are                                             .,                                                                                                                              ...and                                                                                  .      ","Sustainability, Safety and Environment ","Consensus , Industrial wide applicability and Voluntary Nature",0,"Your answer addresses important considerations, but it deviates significantly from the core principles of the ISO series. The emphasis of ISO standards lies on consensus, wide industrial applicability, and voluntariness. To enhance your knowledge, I recommend revisiting the fundamental principles outlined by the ISO."
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Assuming an user process knows the PID of another task from a pool of several READY processes, it does not have the capability to initiate a context switch and schedule the target process next on the CPU.","
False.","True, the user process has no control over which process will be scheduled next by the scheduler",0,incorrect because no justification is provided
240235.0,What is the principal mechanism of particulate removal in the slow sand filter?,Biological treatment using 'Schmutzdecke' after adsorption on the filter surface,bio-filtration ie allowing the microorganisms to form and a thin layer on the sand-water interface (schmutzdecke) called hypogeal layer  and allowing it to remove viruses and bacteria is the main mechanism of particulate removal in slow sand filter,2,Your understanding of the slow sand filter's particulate removal mechanism is accurate. The Schmutzdecke layer plays a crucial role in bio-filtration by acting as a biological treatment zone where microorganisms remove viruses and bacteria. This highlights the importance of biological processes in the slow sand filter.
301392.0,To segment the green leaves and stem [4 marks]:,A broad range of H around 120 degrees,"Hue should be centered around 120 degrees for green color. Intensity should be ranged around 0.5. Saturation range should also be around 0.5 as some blackish portion is seen in the stem. In this case, The saturation is low .",1,"  The answer is partially correct. While specifying a broad range for H around 120 degrees is acceptable, you should also mention the ranges for saturation and intensity to accurately segment green leaves and stems.   "
301390.0,To segment the rose petals [4 marks]:      ,a narrow range around 0 degrees for H,"To segment rose petals
H (Hue) -- Narrow range around 0/360 degress ( Red has hue of 0)
S (saturation) -- Close to 0.8-1 (Red is primary color and all primary colors are pure colors)
I (intensity) -- Broad range around 0.5",1,"The answer is not entirely accurate. Although the range for H (Hue) is correct for red color, S (Saturation) should be close to 0.8-1 for red since it is a primary color. Remember, primary colors are pure colors."
131613.0,Quote any one advantage of reservoir and channel flood routing each.,reservoir routing to design the capacity of spillway and channel routing is used to get flood hydrograph prediction,"Reservoir Routing: Can be used to estimate peak reservoir levels during flood and hence helps in construction of overflow channels to avoid nearby areas to submerge during floods.

Channel Flood Routing: Helps in getting the flood-duration profile during a storm which helps in construction of bridges, transport control over channels, and considerations for bank-side development. ",1," 
 while both routing methods are correctly identified, the advantages are not entirely accurate. Reservoir routing helps estimate peak reservoir levels, aiding in overflow channel construction. Channel routing provides the flood-duration profile, informing bridge construction, transportation management, and riverbank development considerations. To improve, focus on these specific advantages in your response.   "
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
a. The pipe system call creates two file descriptors fd[0] and fd[1]. Writes using fd[1] can be read using fd[0] but not vice-versa.","
 **TRUE**. File descriptors can only do the jobs they have been assigned. fd[0] relates to STOUT and hence in be written to, whereas fd[1] relates to STDIN and hence in the readable of the pipe.
","True, pipe system call only allows for one directional read. Read can only be done from fd[0] and write can only be done at fd[1].",1," 
While your answer correctly states that file descriptors can only perform assigned jobs, it provides an incorrect relation between file descriptors and standard streams. fd[0] is related to STDIN, not STOUT, and vice versa. Additionally, your answer does not mention the unidirectional nature of the pipe as specified in the question.
  "
76517.0,List down the types of irrigation methods? ________________,"Flooding method, sprinkler method","Sprinkler Irrigation, Drip irrigation, Furrow Method, Flood Method ",1,"You have identified two types of irrigation methods correctly. However, there are more methods like drip irrigation and furrow method that you have missed. Try to recall all the methods you have learned."
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
d. Without the timer interrupt, the OS still has opportunities to schedule READY processes and share the CPU for multitasking","TRUE. With timer interrupt, OS can $ schedule process when other process is in blocked state, when it returns back, CPU keeps same prev. process in blocked state and so on. This is for multitasking.","True, the OS can use system calls as an event when it schedules some other process on the CPU to run. Various other events can also be seen as opportunities by the OS to perform scheduling operations",1,"  While your answer acknowledges the multitasking capability of the OS, it incorrectly states that the CPU keeps a previously blocked process in the blocked state. Please revisit the concept of process scheduling and consider how the OS manages process states to achieve multitasking   "
262097.0,Write any advantage of using TiC/TiN as a tool coating material.,They provide high resistance to wear and oxidation,"excellent wear resistance
thermal stability
low coefficient of friction
improves thermal transfer
increases tool life.",2,"Your response captures one of the key advantages of TiC/TiN coatings, which is enhanced wear resistance. To further improve your response, you could mention other benefits such as increased tool life and improved thermal transfer, which are also notable advantages of these coatings."
131604.0,What are the important details that have to be known prior for reservoir routing?,Reservoir Routing - we find 2,"storage volm vs elevation of reservoir
inflow hydrograph 
water surface elevation vs outflow
initial values of S,I and Q at t=0",0,"Your answer does not capture the key details required for reservoir routing. Recall the purpose of reservoir routing is to find the storage and outflow at a given time. You need to provide information regarding the storage volume, elevation, inflow, outflow, and initial conditions."
137714.0,Define kurtosis coefficient of excess.,It is difference between its own kurtosis coefficient and kurtosis coefficient of normal distribution.,difference between the kurtosis coefficient of its own (distribution itself) and the kurtosis coefficient of normal distribution.,2,  Well done! You have accurately defined the kurtosis coefficient of excess. Keep up the good work!   
323552.0,How is regularized set operation helpful in solid modeling?,"it is helpful to keep the boundaries intact and defined, else using intersection operator there is a possibility that the boundaries are not defined and the solid is hence unbounded",boundaries are defined. no dangling edges. no edges are created extra and no edges are lost while taking intersection of two objects.Regularized set operation helps to follow the defined process in predefined sequence,2,  Well done! You have understood the importance of maintaining boundaries when performing set operations in solid modeling. Your answer effectively highlights how regularized set operations help to address this challenge.   
284401.0,Negative electrode used in Nickel         MH Batteries are _____________.,Hydrogen absorbing alloy like Tin based alloys,Hydrogen absorbing alloys (MH),2,"Your identification of ""Tin-based alloys"" as a type of hydrogen-absorbing alloy used in the negative electrode of Nickel-MH Batteries shows a clear understanding of this battery type. Well done!"
301390.0,To segment the rose petals [4 marks]:      ,"H- around 60, S- 1, and I- around ","To segment rose petals
H (Hue) -- Narrow range around 0/360 degress ( Red has hue of 0)
S (saturation) -- Close to 0.8-1 (Red is primary color and all primary colors are pure colors)
I (intensity) -- Broad range around 0.5",2,"Excellent work! You have accurately identified the appropriate values for H, S, and I to segment rose petals, adhering to the specified criteria. Keep up the good effort."
324829.0,"Suppose a high-resolution image of an urban area is being captured from space. If the roads are to be put in different categories, what features may be useful?","features used for roads are length of the road, width of the road can he found out by using noisy pixel and mixed pixel.","Possible features which could very wilh different types of roads are: Edge detection, Road width, length of the road, Color of the road . Road length between two junctions / dead ends. Road edges or shadows to classify bridges and flyovers. ",2,"Well done! You have identified relevant features for road categorization, including road length and width. Keep exploring other features, such as road color and edge detection, to enhance your analysis."
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
e. If a parent process forks a new child process, the exec system call can be used in the parent process before the child process terminates.",True. There is nothing stopping us from doing an exec in the parent.,"True, parent and child are entirely two different processes. Parent can perform any operation that it wants including exec.",1,"Your acknowledgment of the parent and child processes being distinct and independent is correct. However, your answer lacks a crucial aspect - the state of the child process before the exec call in the parent. Elaborating on this aspect would strengthen your answer."
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
b. A process executing on the CPU is interrupted due to an interrupt. This process may not be scheduled immediately on completion of the interrupt handler.",TRUE. The next process to run after handling of an interrupt depends on the scheduler. It might not be the same process.,"True, if the time slice of the process ends while the OS is handling the interrupt, it is possible that a different process is scheduled after the interrupt handler code is completed and not the previous process.",2,Your understanding of process scheduling in the context of interrupts is accurate. You correctly acknowledge that the next process to run after handling an interrupt is determined by the scheduler and may not be the same process that was interrupted. Keep up the good work!
,"Q1. State TRUE or FALSE and justify. No correct justification, no marks.
b. Assuming an user process knows the PID of another target process (from a pool of several READY processes), it has the capability to initiate a context switch and schedule the target process next on the CPU.","**FALSE**
- Scheduling is a job of the scheduler which can not be manipulated by a user process. Otherwise, rogue processes may take schedule CPU's own children all the time.","False, only the scheduler can decide which process will run next. Even if the user process tries to run a different process using some signals, it cannot be guaranteed that the scheduler will actually run that process next.",2,Excellent understanding of the concept. You correctly identified the role of the scheduler and the potential consequences of allowing user processes to control scheduling. Keep up the good work!
301392.0,To segment the green leaves and stem [4 marks]:,"Hue angle for Green is 120 degrees. Since we have to segment green leaves and stem, we have green as well as greenish black to detect as colors. Hence, for I, we need range of 0 to 0.33/0.4. And for S, we need saturation around 0.5","Hue should be centered around 120 degrees for green color. Intensity should be ranged around 0.5. Saturation range should also be around 0.5 as some blackish portion is seen in the stem. In this case, The saturation is low .",2,Well done! Your answer correctly identifies the hue angle for green and acknowledges the need to account for variations in intensity and saturation to segment both green leaves and stem. Keep practicing to reinforce your understanding of color segmentation techniques.
